138;3927.00;20.68;1306.00;big
138;3979.00;17.50;1359.00;big
139;3079.00;13.50;327.00;big
139;3241.00;14.13;222.00;big
139;3152.00;13.45;144.00;big
140;3077.00;11.13;749.00;big
140;2981.00;11.73;624.00;big
140;2988.00;11.38;713.00;big
140;3148.00;11.93;778.00;big
140;3032.00;13.95;779.00;big
141;4221.00;9.98;1042.00;big
141;4110.00;10.30;1002.00;big
142;4455.00;9.90;857.00;big
142;4413.00;12.57;952.00;big
143;4623.00;9.70;1291.00;big
143;4543.00;10.43;1200.00;big
144;4153.00;17.08;1376.00;big
144;4437.00;14.23;1254.00;big
145;4312.00;12.30;998.00;big
145;4311.00;10.57;920.00;big
146;4349.00;21.50;1240.00;big
146;4116.00;23.65;1145.00;big
146;4349.00;19.40;1114.00;big
147;4399.00;10.07;704.00;big
147;4359.00;9.95;781.00;big
148;2920.00;9.98;754.00;big
148;2854.00;10.20;766.00;big
149;2630.00;11.13;815.00;big
149;2735.00;9.80;757.00;big
150;2950.00;12.65;1250.00;big
150;2964.00;10.00;1234.00;big
150;2799.00;13.32;1230.00;big
150;2820.00;10.05;1253.00;big
150;2917.00;9.55;1214.00;big
150;2959.00;10.20;1191.00;big
150;2864.00;13.23;1251.00;big
150;2907.00;14.00;1247.00;big
151;2739.00;16.18;1187.00;big
151;2697.00;13.23;1188.00;big
151;2759.00;14.68;1214.00;big
151;2676.00;16.23;1167.00;big
151;2657.00;12.60;1108.00;big
151;2718.00;15.20;1165.00;big
151;2724.00;11.45;1223.00;big
152;4318.00;13.45;1381.00;big
152;4251.00;13.03;1483.00;big
152;4575.00;13.13;1449.00;big
152;4353.00;16.13;1481.00;big
152;4441.00;13.70;1462.00;big
152;4407.00;14.45;1406.00;big
152;4497.00;13.23;1422.00;big
153;3959.00;11.05;1064.00;big
153;4068.00;9.90;1071.00;big
154;4896.00;11.20;1215.00;big
154;4991.00;11.85;1286.00;big
155;4757.00;10.35;1397.00;big
155;4556.00;13.95;1358.00;big
156;4758.00;10.63;281.00;big
156;5067.00;9.80;205.00;big
157;5566.00;11.55;162.00;big
157;5496.00;9.73;60.00;big
158;4556.00;10.10;535.00;big
158;4388.00;10.35;638.00;big
158;4338.00;11.65;696.00;big
158;4471.00;9.70;535.00;big
158;4435.00;9.70;596.00;big
159;4621.00;11.32;719.00;big
159;4578.00;10.60;642.00;big
160;4749.00;10.80;778.00;big
160;4698.00;10.57;907.00;big
161;3930.00;11.10;1188.00;small
161;3860.00;9.70;1089.00;small
162;3821.00;15.20;1200.00;big
162;3892.00;19.10;1243.00;big
163;1692.00;10.00;816.00;big
163;1938.00;10.82;887.00;big
164;4662.00;9.73;1176.00;big
164;4639.00;10.30;1086.00;big
165;4436.00;14.82;1091.00;big
165;4537.00;10.05;1043.00;big
166;1525.00;9.50;1879.00;big
166;1485.00;9.50;1971.00;big
167;5053.00;16.73;555.00;big
167;4944.00;17.65;590.00;big
168;3036.00;9.50;1383.00;big
168;3079.00;9.50;1357.00;big
169;2949.00;11.60;1338.00;big
169;3020.00;9.50;1317.00;big
170;1656.00;9.50;1227.00;big
170;1590.00;9.50;1302.00;big
171;677.00;9.50;1801.00;big
171;457.00;9.50;1884.00;big
172;273.00;9.50;695.00;big
172;439.00;9.50;729.00;big
173;3066.00;13.98;430.00;big
173;3039.00;11.23;506.00;big
174;3364.00;11.40;1161.00;big
174;3359.00;10.38;1200.00;big
175;698.00;9.50;746.00;big
175;912.00;9.50;680.00;big
176;348.00;9.50;1427.00;big
176;126.00;9.50;1444.00;big
177;5242.00;9.50;1357.00;big
177;5193.00;9.50;1184.00;big
178;5588.00;9.70;362.00;big
178;109.00;9.90;430.00;big
179;329.00;9.50;445.00;big
179;493.00;9.50;386.00;big
180;5594.00;9.50;947.00;big
180;129.00;9.50;868.00;big
181;1466.00;9.95;1414.00;big
182;945.00;10.85;2021.00;big
182;1242.00;10.23;2008.00;big
183;3271.00;11.10;787.00;big
183;3317.00;10.70;926.00;big
184;3515.00;9.70;1169.00;big
184;3481.00;9.90;1225.00;big
185;3441.00;10.93;1072.00;big
185;3585.00;9.95;1052.00;big
186;3514.00;11.75;894.00;big
186;3582.00;11.88;911.00;big
187;3705.00;10.50;1018.00;big
187;3667.00;10.00;951.00;big
188;3973.00;18.02;1222.00;big
188;4029.00;24.08;1224.00;big
189;4787.00;13.93;1324.00;big
189;4806.00;11.88;1259.00;big
190;1730.00;19.63;446.00;big
190;1729.00;14.28;298.00;big
191;1715.00;11.18;93.00;big
191;1752.00;10.93;175.00;big
192;1870.00;9.90;463.00;big
192;1867.00;9.70;305.00;big
193;4685.00;10.05;1021.00;big
193;4700.00;14.03;1044.00;big
194;3684.00;10.78;1073.00;big
194;3596.00;9.50;1083.00;big
195;1638.00;13.35;979.00;big
195;1578.00;18.33;866.00;big
196;2992.00;9.70;1631.00;small
196;2952.00;10.25;1648.00;small
197;2514.00;12.50;1908.00;big
197;2476.00;10.53;1882.00;big
198;3005.00;9.50;1955.00;big
198;2903.00;9.50;1807.00;big
199;2943.00;11.63;1724.00;big
199;2966.00;13.78;1793.00;big
200;4603.00;9.50;956.00;big
200;4548.00;9.50;913.00;big
201;4519.00;9.50;882.00;big
201;4490.00;9.50;792.00;big
202;4288.00;9.50;852.00;big
202;4308.00;9.50;754.00;big
203;4067.00;12.38;767.00;big
203;3953.00;9.50;677.00;big
204;3535.00;9.50;845.00;big
204;3643.00;9.55;849.00;big
205;3848.00;9.50;1031.00;big
205;3755.00;9.50;1032.00;big
206;2973.00;9.50;250.00;big
206;2949.00;9.50;503.00;big
207;2782.00;9.50;422.00;big
207;2533.00;9.50;395.00;big
208;1607.00;9.50;53.00;big
208;1801.00;9.50;8.00;big
209;2625.00;9.50;1787.00;big
209;2409.00;9.50;1785.00;big
210;4529.00;9.50;499.00;big
210;4328.00;9.50;611.00;big
211;4690.00;12.03;621.00;big
211;4802.00;9.85;678.00;big
212;1533.00;9.63;1235.00;big
212;1615.00;9.63;1206.00;big
